Order ID,Product,Quantity Ordered,Price Each,Order Date,Street Address,City,State
182754,Wired Headphones,2,11.99,2022-01-30 22:37:00,971 Main St,San Francisco,CA
182764,34in Ultrawide Monitor,1,379.99,2022-01-22 02:48:00,481 11th St,San Francisco,CA
182789,Lightning Charging Cable,2,14.95,2022-01-09 21:44:00,42 Johnson St,Seattle,WA
182789,Lightning Charging Cable,1,14.95,2022-01-09 21:44:00,42 Johnson St,Seattle,WA
182792,AA Batteries (4-pack),2,3.84,2022-01-21 17:31:00,845 Meadow St,Portland,ME
182800,27in 4K Gaming Monitor,1,389.99,2022-01-24 17:30:00,521 Maple St,San Francisco,CA
182808,Apple Airpods Headphones,1,150.0,2022-01-03 19:42:00,471 Cedar St,Atlanta,GA
182839,AAA Batteries (4-pack),4,2.99,2022-01-30 19:35:00,44 Meadow St,Seattle,WA
182848,Apple Airpods Headphones,1,150.0,2022-01-08 10:56:00,545 Washington St,Portland,OR
182850,USB-C Charging Cable,2,11.95,2022-01-26 12:37:00,877 14th St,San Francisco,CA
182861,AA Batteries (4-pack),2,3.84,2022-01-03 10:00:00,254 Highland St,Seattle,WA
182865,AAA Batteries (4-pack),2,2.99,2022-01-06 01:42:00,551 Walnut St,Portland,ME
182868,USB-C Charging Cable,2,11.95,2022-01-17 06:35:00,951 Washington St,Los Angeles,CA
182874,ThinkPad Laptop,1,999.99,2022-01-21 14:03:00,873 9th St,San Francisco,CA
182879,Flatscreen TV,1,300.0,2022-01-05 22:30:00,994 Walnut St,Seattle,WA
182886,Wired Headphones,2,11.99,2022-01-06 13:47:00,460 Center St,Atlanta,GA
182887,Bose SoundSport Headphones,1,99.99,2022-01-20 18:03:00,875 13th St,Seattle,WA
182898,Wired Headphones,2,11.99,2022-01-04 14:28:00,244 9th St,Portland,OR
182900,Bose SoundSport Headphones,1,99.99,2022-01-23 01:55:00,657 Meadow St,Portland,ME
182910,USB-C Charging Cable,1,11.95,2022-01-05 07:53:00,849 8th St,San Francisco,CA
182913,Macbook Pro Laptop,1,1700.0,2022-01-30 10:35:00,428 Washington St,New York City,NY
182914,Lightning Charging Cable,1,14.95,2022-01-09 09:47:00,462 Jackson St,Boston,MA
182915,Apple Airpods Headphones,1,150.0,2022-01-26 11:11:00,773 6th St,San Francisco,CA
182919,Bose SoundSport Headphones,1,99.99,2022-01-31 22:19:00,626 Washington St,Portland,ME
182923,iPhone,1,800.0,2022-01-31 11:30:00,57 Ridge St,Seattle,WA
182926,27in 4K Gaming Monitor,1,389.99,2022-01-20 17:59:00,472 Pine St,Portland,OR
182930,27in FHD Monitor,1,149.99,2022-01-06 17:06:00,979 14th St,San Francisco,CA
182953,USB-C Charging Cable,1,11.95,2022-01-10 10:12:00,337 Madison St,Los Angeles,CA
182956,Bose SoundSport Headphones,1,99.99,2022-01-15 21:52:00,971 Dogwood St,Portland,ME
182957,Wired Headphones,1,11.99,2022-01-18 11:23:00,125 Center St,Los Angeles,CA
182970,Lightning Charging Cable,2,14.95,2022-01-30 00:15:00,345 12th St,Seattle,WA
182974,27in 4K Gaming Monitor,1,389.99,2022-01-21 16:26:00,680 Highland St,San Francisco,CA
182976,AA Batteries (4-pack),4,3.84,2022-01-25 16:31:00,78 6th St,Boston,MA
182982,27in FHD Monitor,1,149.99,2022-01-13 12:18:00,835 Walnut St,Boston,MA
182985,USB-C Charging Cable,1,11.95,2022-01-14 15:35:00,556 Hickory St,New York City,NY
182991,Bose SoundSport Headphones,1,99.99,2022-01-21 11:37:00,838 Adams St,Seattle,WA
182998,Wired Headphones,2,11.99,2022-01-02 13:29:00,322 Cherry St,Atlanta,GA
183000,AAA Batteries (4-pack),3,2.99,2022-01-05 01:32:00,930 Meadow St,Dallas,TX
183007,Wired Headphones,1,11.99,2022-01-23 23:55:00,969 West St,Los Angeles,CA
183008,USB-C Charging Cable,1,11.95,2022-01-08 13:37:00,482 6th St,Boston,MA
183010,27in FHD Monitor,1,149.99,2022-01-06 11:16:00,356 Madison St,San Francisco,CA
183021,34in Ultrawide Monitor,1,379.99,2022-01-05 10:00:00,89 Dogwood St,San Francisco,CA
183025,27in 4K Gaming Monitor,1,389.99,2022-01-22 23:44:00,366 Jefferson St,Dallas,TX
183027,Bose SoundSport Headphones,1,99.99,2022-01-06 22:00:00,347 South St,Los Angeles,CA
183029,AA Batteries (4-pack),1,3.84,2022-01-20 12:09:00,787 Wilson St,Portland,ME
183029,Apple Airpods Headphones,1,150.0,2022-01-20 12:09:00,787 Wilson St,Portland,ME
183031,27in FHD Monitor,1,149.99,2022-01-23 09:36:00,703 Main St,San Francisco,CA
183033,27in FHD Monitor,1,149.99,2022-01-11 22:55:00,102 10th St,San Francisco,CA
183044,Apple Airpods Headphones,1,150.0,2022-01-26 16:27:00,130 Park St,San Francisco,CA
183048,Lightning Charging Cable,2,14.95,2022-01-24 12:11:00,586 8th St,Atlanta,GA
183055,Wired Headphones,1,11.99,2022-01-18 17:23:00,748 Main St,Portland,ME
183064,Lightning Charging Cable,2,14.95,2022-01-02 12:30:00,869 5th St,San Francisco,CA
183068,AA Batteries (4-pack),2,3.84,2022-01-16 18:59:00,599 6th St,Los Angeles,CA
183072,Apple Airpods Headphones,1,150.0,2022-01-19 12:34:00,276 12th St,New York City,NY
183075,34in Ultrawide Monitor,1,379.99,2022-01-07 11:10:00,810 10th St,Dallas,TX
183080,Bose SoundSport Headphones,1,99.99,2022-01-20 15:47:00,821 Washington St,New York City,NY
183084,34in Ultrawide Monitor,1,379.99,2022-01-22 17:32:00,386 Meadow St,Portland,OR
183086,Wired Headphones,1,11.99,2022-01-26 13:17:00,724 Church St,New York City,NY
183088,AAA Batteries (4-pack),2,2.99,2022-01-15 23:58:00,907 Willow St,Portland,OR
183104,Wired Headphones,1,11.99,2022-01-29 03:19:00,402 Center St,Atlanta,GA
183122,USB-C Charging Cable,2,11.95,2022-01-18 18:59:00,941 Elm St,Seattle,WA
183130,AA Batteries (4-pack),2,3.84,2022-01-09 20:20:00,242 Center St,New York City,NY
183152,AAA Batteries (4-pack),4,2.99,2022-01-30 09:01:00,572 8th St,Portland,ME
183153,Bose SoundSport Headphones,1,99.99,2022-01-23 13:15:00,207 Wilson St,Austin,TX
183159,AA Batteries (4-pack),2,3.84,2022-01-09 09:47:00,958 West St,Portland,ME
183179,AAA Batteries (4-pack),1,2.99,2022-01-27 17:15:00,551 7th St,Portland,OR
183182,AA Batteries (4-pack),2,3.84,2022-01-26 12:41:00,134 Cherry St,Atlanta,GA
183192,AA Batteries (4-pack),4,3.84,2022-01-31 14:38:00,235 Maple St,San Francisco,CA
183233,27in 4K Gaming Monitor,1,389.99,2022-01-06 07:29:00,240 7th St,Seattle,WA
183255,Google Phone,1,600.0,2022-01-20 17:45:00,134 Walnut St,Boston,MA
183255,USB-C Charging Cable,2,11.95,2022-01-20 17:45:00,134 Walnut St,Boston,MA
183259,AAA Batteries (4-pack),2,2.99,2022-01-07 18:58:00,464 Pine St,Los Angeles,CA
183261,Lightning Charging Cable,1,14.95,2022-01-03 11:49:00,169 Wilson St,Atlanta,GA
183271,Apple Airpods Headphones,1,150.0,2022-01-01 20:06:00,390 Sunset St,Seattle,WA
183272,AAA Batteries (4-pack),2,2.99,2022-01-26 15:17:00,750 River St,San Francisco,CA
183277,Google Phone,1,600.0,2022-01-26 14:14:00,104 6th St,New York City,NY
183277,USB-C Charging Cable,1,11.95,2022-01-26 14:14:00,104 6th St,New York City,NY
183290,Apple Airpods Headphones,1,150.0,2022-01-07 13:20:00,715 Walnut St,Seattle,WA
183301,Lightning Charging Cable,1,14.95,2022-01-01 23:02:00,964 Dogwood St,Boston,MA
183303,USB-C Charging Cable,1,11.95,2022-01-27 17:01:00,943 Hill St,Dallas,TX
183311,AAA Batteries (4-pack),4,2.99,2022-01-24 00:59:00,164 Jefferson St,Seattle,WA
183327,AA Batteries (4-pack),4,3.84,2022-01-21 11:04:00,50 1st St,Los Angeles,CA
183342,Lightning Charging Cable,2,14.95,2022-01-12 14:46:00,712 6th St,Atlanta,GA
183347,27in FHD Monitor,1,149.99,2022-01-17 02:19:00,675 Washington St,Seattle,WA
183374,Apple Airpods Headphones,1,150.0,2022-01-11 23:23:00,215 Pine St,Dallas,TX
183388,Google Phone,1,600.0,2022-01-15 13:08:00,201 Adams St,Dallas,TX
183391,27in 4K Gaming Monitor,1,389.99,2022-01-13 20:59:00,915 Highland St,San Francisco,CA
183415,ThinkPad Laptop,1,999.99,2022-01-18 21:19:00,931 Wilson St,Seattle,WA
183419,27in 4K Gaming Monitor,1,389.99,2022-01-29 10:34:00,892 South St,Los Angeles,CA
183439,USB-C Charging Cable,1,11.95,2022-01-20 06:19:00,254 Maple St,Los Angeles,CA
183440,Wired Headphones,2,11.99,2022-01-18 13:27:00,223 Washington St,Seattle,WA
183445,Wired Headphones,1,11.99,2022-01-31 16:17:00,79 7th St,Los Angeles,CA
183455,Wired Headphones,2,11.99,2022-01-26 17:24:00,775 Church St,San Francisco,CA
183457,Bose SoundSport Headphones,1,99.99,2022-01-27 14:27:00,511 Lincoln St,Boston,MA
183458,Lightning Charging Cable,1,14.95,2022-01-02 11:40:00,404 Elm St,San Francisco,CA
183460,Macbook Pro Laptop,1,1700.0,2022-01-27 11:05:00,752 Maple St,Boston,MA
183467,Google Phone,1,600.0,2022-01-21 19:57:00,930 7th St,Los Angeles,CA
183472,AAA Batteries (4-pack),4,2.99,2022-01-02 19:24:00,675 Jefferson St,Los Angeles,CA
183488,Wired Headphones,2,11.99,2022-01-21 15:11:00,454 Elm St,San Francisco,CA
183497,Wired Headphones,2,11.99,2022-01-05 19:12:00,525 4th St,Seattle,WA
183503,Lightning Charging Cable,2,14.95,2022-01-28 03:37:00,20 River St,Seattle,WA
183504,Macbook Pro Laptop,1,1700.0,2022-01-26 17:01:00,809 Pine St,Los Angeles,CA
183505,AA Batteries (4-pack),2,3.84,2022-01-05 11:18:00,659 6th St,Portland,ME
183507,Apple Airpods Headphones,1,150.0,2022-01-27 11:12:00,898 Church St,Atlanta,GA
183508,Apple Airpods Headphones,1,150.0,2022-01-20 21:44:00,209 Sunset St,Portland,ME
183517,Wired Headphones,2,11.99,2022-01-14 14:27:00,641 9th St,Los Angeles,CA
183518,27in 4K Gaming Monitor,1,389.99,2022-01-11 16:24:00,630 Hill St,Boston,MA
183519,USB-C Charging Cable,1,11.95,2022-01-08 19:24:00,902 Dogwood St,San Francisco,CA
183520,Apple Airpods Headphones,2,150.0,2022-01-14 22:02:00,365 Lakeview St,Dallas,TX
183534,Macbook Pro Laptop,1,1700.0,2022-01-03 15:02:00,444 Park St,Atlanta,GA
183537,Apple Airpods Headphones,1,150.0,2022-01-31 21:13:00,858 South St,Portland,ME
183544,Wired Headphones,1,11.99,2022-01-22 22:19:00,673 Church St,Atlanta,GA
183546,USB-C Charging Cable,1,11.95,2022-01-25 13:19:00,155 Lincoln St,Dallas,TX
183547,Google Phone,1,600.0,2022-01-31 07:57:00,201 Elm St,San Francisco,CA
183561,ThinkPad Laptop,1,999.99,2022-01-23 21:36:00,237 Lakeview St,New York City,NY
183567,AA Batteries (4-pack),2,3.84,2022-01-24 13:54:00,712 11th St,New York City,NY
183590,USB-C Charging Cable,1,11.95,2022-01-03 17:04:00,740 Spruce St,Dallas,TX
183597,USB-C Charging Cable,2,11.95,2022-01-27 23:42:00,445 Church St,Seattle,WA
183605,Lightning Charging Cable,2,14.95,2022-01-09 07:55:00,248 12th St,San Francisco,CA
183608,AA Batteries (4-pack),4,3.84,2022-01-24 14:10:00,591 13th St,Seattle,WA
183613,Google Phone,1,600.0,2022-01-17 15:27:00,53 Cedar St,Los Angeles,CA
183624,Lightning Charging Cable,2,14.95,2022-01-02 10:30:00,17 Lakeview St,Boston,MA
183639,Lightning Charging Cable,2,14.95,2022-01-06 08:58:00,72 Highland St,Seattle,WA
183640,27in 4K Gaming Monitor,1,389.99,2022-01-04 11:40:00,153 Dogwood St,Austin,TX
183642,AA Batteries (4-pack),2,3.84,2022-01-15 09:48:00,55 North St,Los Angeles,CA
183646,Wired Headphones,2,11.99,2022-01-14 17:45:00,899 Pine St,Los Angeles,CA
183650,Macbook Pro Laptop,1,1700.0,2022-01-02 21:49:00,3 Elm St,San Francisco,CA
183651,AAA Batteries (4-pack),4,2.99,2022-01-26 20:52:00,621 West St,Dallas,TX
183668,Apple Airpods Headphones,1,150.0,2022-01-22 10:18:00,952 Highland St,Boston,MA
183671,AA Batteries (4-pack),2,3.84,2022-01-14 22:33:00,226 Jefferson St,Portland,ME
183672,Bose SoundSport Headphones,1,99.99,2022-01-30 21:14:00,260 Jackson St,San Francisco,CA
183679,Apple Airpods Headphones,1,150.0,2022-01-09 12:15:00,661 Chestnut St,San Francisco,CA
183685,27in FHD Monitor,1,149.99,2022-01-21 19:24:00,5 Meadow St,Portland,ME
183688,AAA Batteries (4-pack),2,2.99,2022-01-01 17:18:00,284 Highland St,Atlanta,GA
183696,Wired Headphones,2,11.99,2022-01-02 09:55:00,391 Highland St,Seattle,WA
183696,34in Ultrawide Monitor,1,379.99,2022-01-02 09:55:00,391 Highland St,Seattle,WA
183706,iPhone,1,800.0,2022-01-11 17:27:00,748 Adams St,Seattle,WA
183710,ThinkPad Laptop,1,999.99,2022-01-31 19:08:00,310 14th St,Atlanta,GA
183712,27in FHD Monitor,1,149.99,2022-01-22 19:38:00,303 11th St,San Francisco,CA
183726,USB-C Charging Cable,2,11.95,2022-01-04 16:25:00,665 Pine St,New York City,NY
183746,Bose SoundSport Headphones,1,99.99,2022-01-09 23:41:00,931 11th St,Dallas,TX
183769,Lightning Charging Cable,1,14.95,2022-01-19 19:56:00,492 8th St,Seattle,WA
183771,USB-C Charging Cable,1,11.95,2022-01-02 14:54:00,803 Hickory St,New York City,NY
183774,Google Phone,1,600.0,2022-01-29 21:44:00,951 Cedar St,Dallas,TX
183778,27in FHD Monitor,1,149.99,2022-01-25 22:19:00,937 Jefferson St,Dallas,TX
183791,Macbook Pro Laptop,1,1700.0,2022-01-24 11:02:00,718 Park St,San Francisco,CA
183801,ThinkPad Laptop,1,999.99,2022-01-03 21:27:00,153 12th St,Dallas,TX
183817,Google Phone,1,600.0,2022-01-19 16:53:00,410 Chestnut St,Los Angeles,CA
183826,Apple Airpods Headphones,1,150.0,2022-01-24 12:52:00,215 Johnson St,Los Angeles,CA
183836,Macbook Pro Laptop,1,1700.0,2022-01-08 18:50:00,98 Spruce St,Austin,TX
183839,Apple Airpods Headphones,1,150.0,2022-01-30 11:05:00,575 8th St,Seattle,WA
183866,AAA Batteries (4-pack),4,2.99,2022-01-01 13:46:00,890 9th St,Los Angeles,CA
183867,Google Phone,1,600.0,2022-01-31 07:21:00,959 Chestnut St,Seattle,WA
183871,USB-C Charging Cable,1,11.95,2022-01-31 22:31:00,904 Cherry St,Seattle,WA
183877,AA Batteries (4-pack),2,3.84,2022-01-14 14:06:00,598 Ridge St,Seattle,WA
183879,AAA Batteries (4-pack),2,2.99,2022-01-27 22:20:00,921 Willow St,Dallas,TX
183880,Bose SoundSport Headphones,1,99.99,2022-01-17 14:28:00,797 10th St,Dallas,TX
183890,iPhone,1,800.0,2022-01-10 11:50:00,243 Hickory St,Atlanta,GA
183890,Apple Airpods Headphones,1,150.0,2022-01-10 11:50:00,243 Hickory St,Atlanta,GA
183900,Lightning Charging Cable,2,14.95,2022-01-11 19:04:00,468 12th St,Dallas,TX
183921,Apple Airpods Headphones,1,150.0,2022-01-08 19:34:00,846 Madison St,Boston,MA
183923,USB-C Charging Cable,2,11.95,2022-01-24 17:33:00,364 Sunset St,Portland,OR
183926,AA Batteries (4-pack),4,3.84,2022-01-19 15:19:00,474 11th St,Los Angeles,CA
183943,Lightning Charging Cable,2,14.95,2022-01-12 20:27:00,350 14th St,Los Angeles,CA
183954,Wired Headphones,2,11.99,2022-01-07 23:32:00,867 Ridge St,Portland,OR
183957,Wired Headphones,1,11.99,2022-01-30 09:29:00,497 Meadow St,Boston,MA
183959,Macbook Pro Laptop,1,1700.0,2022-01-24 19:39:00,642 North St,Austin,TX
183964,Google Phone,1,600.0,2022-01-15 00:05:00,539 Ridge St,Boston,MA
183973,Bose SoundSport Headphones,1,99.99,2022-01-01 11:17:00,696 Forest St,Portland,ME
183976,Vareebadd Phone,1,400.0,2022-01-16 21:18:00,915 13th St,Boston,MA
183993,Wired Headphones,2,11.99,2022-01-01 23:19:00,447 Walnut St,Portland,ME
183995,iPhone,1,800.0,2022-01-31 01:07:00,732 Meadow St,Portland,OR
183995,Wired Headphones,2,11.99,2022-01-31 01:07:00,732 Meadow St,Portland,OR
184005,34in Ultrawide Monitor,1,379.99,2022-01-06 07:56:00,417 Cherry St,Dallas,TX
184009,USB-C Charging Cable,2,11.95,2022-01-30 10:17:00,110 River St,Portland,ME
184014,Lightning Charging Cable,4,14.95,2022-01-23 15:54:00,300 4th St,Seattle,WA
184020,Bose SoundSport Headphones,1,99.99,2022-01-01 12:32:00,763 8th St,Seattle,WA
184023,Wired Headphones,1,11.99,2022-01-20 19:48:00,754 14th St,New York City,NY
184031,Lightning Charging Cable,2,14.95,2022-01-21 12:40:00,365 1st St,Portland,ME
184034,27in FHD Monitor,1,149.99,2022-01-25 05:35:00,602 Chestnut St,Los Angeles,CA
184038,Bose SoundSport Headphones,1,99.99,2022-01-12 00:03:00,25 Center St,San Francisco,CA
184040,34in Ultrawide Monitor,1,379.99,2022-01-29 19:14:00,808 Dogwood St,Dallas,TX
184043,AA Batteries (4-pack),2,3.84,2022-01-27 15:39:00,142 Hill St,San Francisco,CA
184046,Flatscreen TV,1,300.0,2022-01-12 19:11:00,552 12th St,Boston,MA
184047,Lightning Charging Cable,2,14.95,2022-01-20 05:47:00,234 Lakeview St,San Francisco,CA
184051,Lightning Charging Cable,2,14.95,2022-01-18 18:12:00,506 South St,Portland,ME
184064,USB-C Charging Cable,1,11.95,2022-01-08 10:13:00,637 Ridge St,Dallas,TX
184065,27in 4K Gaming Monitor,1,389.99,2022-01-15 08:26:00,586 Johnson St,Atlanta,GA
184067,Flatscreen TV,1,300.0,2022-01-30 18:36:00,776 Wilson St,Dallas,TX
184069,27in 4K Gaming Monitor,1,389.99,2022-01-10 10:19:00,473 Walnut St,Dallas,TX
184070,USB-C Charging Cable,1,11.95,2022-01-12 13:48:00,373 Wilson St,Portland,OR
184071,USB-C Charging Cable,1,11.95,2022-01-17 15:25:00,595 Main St,Los Angeles,CA
184072,Lightning Charging Cable,2,14.95,2022-01-24 08:39:00,633 6th St,Los Angeles,CA
184074,Wired Headphones,1,11.99,2022-01-28 18:31:00,635 Wilson St,San Francisco,CA
184077,ThinkPad Laptop,1,999.99,2022-01-21 12:26:00,829 14th St,Seattle,WA
184089,USB-C Charging Cable,2,11.95,2022-01-03 21:28:00,625 7th St,Los Angeles,CA
184097,Macbook Pro Laptop,1,1700.0,2022-01-24 20:28:00,697 Park St,Portland,ME
184106,Wired Headphones,2,11.99,2022-01-17 04:25:00,27 Main St,Boston,MA
184108,Macbook Pro Laptop,1,1700.0,2022-01-02 00:31:00,300 North St,Seattle,WA
184109,AAA Batteries (4-pack),4,2.99,2022-01-17 12:14:00,147 Washington St,Portland,ME
184129,AA Batteries (4-pack),8,3.84,2022-01-20 21:07:00,458 14th St,Los Angeles,CA
184130,AAA Batteries (4-pack),8,2.99,2022-01-10 18:21:00,712 Center St,Atlanta,GA
184133,USB-C Charging Cable,2,11.95,2022-01-07 12:49:00,595 12th St,Seattle,WA
184136,Lightning Charging Cable,2,14.95,2022-01-28 00:50:00,647 Dogwood St,Austin,TX
184143,Lightning Charging Cable,1,14.95,2022-01-02 07:30:00,217 Elm St,Atlanta,GA
184153,Apple Airpods Headphones,1,150.0,2022-01-20 01:43:00,160 Park St,San Francisco,CA
184157,AAA Batteries (4-pack),1,2.99,2022-01-16 01:12:00,708 Main St,Los Angeles,CA
184169,Wired Headphones,2,11.99,2022-01-01 18:35:00,333 Cedar St,Los Angeles,CA
184178,AAA Batteries (4-pack),4,2.99,2022-01-04 14:44:00,527 Meadow St,Portland,ME
184180,Lightning Charging Cable,2,14.95,2022-01-31 19:56:00,227 Walnut St,Seattle,WA
184186,Vareebadd Phone,1,400.0,2022-01-22 09:03:00,726 Hickory St,Dallas,TX
184193,27in FHD Monitor,1,149.99,2022-01-06 14:20:00,108 Elm St,Los Angeles,CA
184194,LG Washing Machine,1,600.0,2022-01-12 15:15:00,998 13th St,New York City,NY
184198,Lightning Charging Cable,2,14.95,2022-01-20 10:23:00,939 Spruce St,Portland,OR
184221,ThinkPad Laptop,1,999.99,2022-01-27 09:48:00,617 Main St,New York City,NY
184226,Lightning Charging Cable,2,14.95,2022-01-01 20:51:00,132 Elm St,Seattle,WA
184231,AAA Batteries (4-pack),4,2.99,2022-01-29 23:03:00,931 Cedar St,Boston,MA
184236,27in FHD Monitor,1,149.99,2022-01-08 15:05:00,810 West St,Portland,OR
184243,Google Phone,1,600.0,2022-01-03 09:16:00,236 Walnut St,Dallas,TX
184248,AAA Batteries (4-pack),2,2.99,2022-01-17 21:11:00,551 1st St,Boston,MA
184257,Apple Airpods Headphones,1,150.0,2022-01-09 13:45:00,790 Adams St,Dallas,TX
184259,AAA Batteries (4-pack),3,2.99,2022-01-16 07:55:00,715 9th St,Boston,MA
184262,Google Phone,1,600.0,2022-01-22 15:44:00,898 Forest St,Seattle,WA
184263,Apple Airpods Headphones,1,150.0,2022-01-07 15:02:00,367 Meadow St,Seattle,WA
184290,USB-C Charging Cable,2,11.95,2022-01-01 15:47:00,895 River St,Seattle,WA
184295,Wired Headphones,2,11.99,2022-01-23 11:27:00,965 West St,Los Angeles,CA
184300,Lightning Charging Cable,1,14.95,2022-01-25 23:43:00,395 Park St,Portland,ME
184302,iPhone,1,800.0,2022-01-10 19:49:00,983 Elm St,San Francisco,CA
